age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,age_x_age,age_x_fnlwgt,age_x_education_num,age_x_capital_gain,age_x_capital_loss,age_x_hours_per_week,fnlwgt_x_fnlwgt,fnlwgt_x_education_num,fnlwgt_x_capital_gain,fnlwgt_x_capital_loss,fnlwgt_x_hours_per_week,education_num_x_education_num,education_num_x_capital_gain,education_num_x_capital_loss,education_num_x_hours_per_week,capital_gain_x_capital_gain,capital_gain_x_capital_loss,capital_gain_x_hours_per_week,capital_loss_x_capital_loss,capital_loss_x_hours_per_week,hours_per_week_x_hours_per_week,marital_status_statistics,male,female
44,Self-emp-not-inc,185057,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,3325,0,40,United-States,<=50K,1936,8142508,572,146300,0,1760,-113645119,2405741,615314525,0,7402280,169,43225,0,520,11055625,0,133000,0,0,1600,Divorced,10.82,15.09
57,?,155259,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,<=50K,3249,8849763,570,0,0,2280,-1664446695,1552590,0,0,6210360,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
41,Private,529216,Bachelors,13,Divorced,Tech-support,Unmarried,Black,Male,7430,0,45,?,>50K,1681,21697856,533,304630,0,1845,896700416,6879808,-362892416,0,23814720,169,96590,0,585,55204900,0,334350,0,0,2025,Divorced,10.82,15.09
42,Self-emp-not-inc,221172,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,1764,9289224,378,0,0,1680,1672413328,1990548,0,0,8846880,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
58,Private,241056,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,46,United-States,<=50K,3364,13981248,580,0,0,2668,-2021547008,2410560,0,0,11088576,100,0,0,460,0,0,0,0,0,2116,Divorced,10.82,15.09
61,Private,137733,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K,3721,8401713,610,0,0,1525,1790510105,1377330,0,0,3443325,100,0,0,250,0,0,0,0,0,625,Divorced,10.82,15.09
46,?,233014,HS-grad,9,Divorced,?,Not-in-family,Black,Female,0,0,40,United-States,<=50K,2116,10718644,414,0,0,1840,-1539050652,2097126,0,0,9320560,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
39,Private,30269,Assoc-voc,11,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,1521,1180491,429,0,0,1560,916212361,332959,0,0,1210760,121,0,0,440,0,0,0,0,0,1600,Divorced,10.82,15.09
50,Private,157043,11th,7,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K,2500,7852150,350,0,0,2000,-1107299927,1099301,0,0,6281720,49,0,0,280,0,0,0,0,0,1600,Divorced,10.82,15.09
51,Private,93193,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,2601,4752843,459,0,0,2040,95000657,838737,0,0,3727720,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
53,Private,227602,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,37,Mexico,<=50K,2809,12062906,477,0,0,1961,263062852,2048418,0,0,8421274,81,0,0,333,0,0,0,0,0,1369,Divorced,10.82,15.09
43,Private,260696,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,1849,11209928,559,0,0,1720,-757072320,3389048,0,0,10427840,169,0,0,520,0,0,0,0,0,1600,Divorced,10.82,15.09
29,Private,31166,HS-grad,9,Divorced,Prof-specialty,Not-in-family,Other,Female,0,0,30,Germany,<=50K,841,903814,261,0,0,870,971319556,280494,0,0,934980,81,0,0,270,0,0,0,0,0,900,Divorced,10.82,15.09
40,Private,225823,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K,1600,9032920,400,0,0,2400,-543580223,2258230,0,0,13549380,100,0,0,600,0,0,0,0,0,3600,Divorced,10.82,15.09
31,Private,185528,Some-college,10,Divorced,Sales,Own-child,White,Female,0,0,35,United-States,<=50K,961,5751368,310,0,0,1085,60900416,1855280,0,0,6493480,100,0,0,350,0,0,0,0,0,1225,Divorced,10.82,15.09
29,Private,131714,10th,6,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,25,United-States,<=50K,841,3819706,174,0,0,725,168708612,790284,0,0,3292850,36,0,0,150,0,0,0,0,0,625,Divorced,10.82,15.09
44,Local-gov,58124,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,45,United-States,<=50K,1936,2557456,572,0,0,1980,-916567920,755612,0,0,2615580,169,0,0,585,0,0,0,0,0,2025,Divorced,10.82,15.09
44,Private,121781,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,37,United-States,<=50K,1936,5358364,440,0,0,1628,1945710073,1217810,0,0,4505897,100,0,0,370,0,0,0,0,0,1369,Divorced,10.82,15.09
44,Federal-gov,240628,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,2354,0,40,United-States,<=50K,1936,10587632,528,103576,0,1760,2067259536,2887536,566438312,0,9625120,144,28248,0,480,5541316,0,94160,0,0,1600,Divorced,10.82,15.09
68,Federal-gov,422013,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,3683,40,United-States,<=50K,4624,28696884,612,0,250444,2720,2001313033,3798117,0,1554273879,16880520,81,0,33147,360,0,0,0,13564489,147320,1600,Divorced,10.82,15.09
46,Local-gov,267952,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,36,United-States,<=50K,2116,12325792,506,0,0,1656,-1216169728,2947472,0,0,9646272,121,0,0,396,0,0,0,0,0,1296,Divorced,10.82,15.09
53,Private,102615,11th,7,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,Canada,<=50K,2809,5438595,371,0,0,2120,1939903633,718305,0,0,4104600,49,0,0,280,0,0,0,0,0,1600,Divorced,10.82,15.09
56,Private,232139,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,3136,12999784,504,0,0,2240,-1946059527,2089251,0,0,9285560,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
60,Private,226949,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,37,United-States,<=50K,3600,13616940,540,0,0,2220,-33758951,2042541,0,0,8397113,81,0,0,333,0,0,0,0,0,1369,Divorced,10.82,15.09
47,Private,155124,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,1669,40,United-States,<=50K,2209,7290828,517,0,78443,1880,-1706348400,1706364,0,258901956,6204960,121,0,18359,440,0,0,0,2785561,66760,1600,Divorced,10.82,15.09
47,Private,359766,7th-8th,4,Divorced,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,<=50K,2209,16909002,188,0,0,1880,582555876,1439064,0,0,14390640,16,0,0,160,0,0,0,0,0,1600,Divorced,10.82,15.09
55,Private,147653,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,73,United-States,<=50K,3025,8120915,715,0,0,4015,326571929,1919489,0,0,10778669,169,0,0,949,0,0,0,0,0,5329,Divorced,10.82,15.09
37,Private,89559,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,1369,3313683,333,0,0,1480,-569120111,806031,0,0,3582360,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
54,Private,150999,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,60,United-States,<=50K,2916,8153946,540,0,0,3240,1325861521,1509990,0,0,9059940,100,0,0,600,0,0,0,0,0,3600,Divorced,10.82,15.09
51,Private,99316,12th,8,Divorced,Transport-moving,Unmarried,White,Male,0,0,50,United-States,<=50K,2601,5065116,408,0,0,2550,1273733264,794528,0,0,4965800,64,0,0,400,0,0,0,0,0,2500,Divorced,10.82,15.09
50,Local-gov,154779,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,2500,7738950,500,0,0,2000,-1813264935,1547790,0,0,6191160,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
63,Private,219540,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K,3969,13831020,567,0,0,2520,953171344,1975860,0,0,8781600,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
33,Private,155198,9th,5,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,35,United-States,<=50K,1089,5121534,165,0,0,1155,-1683384572,775990,0,0,5431930,25,0,0,175,0,0,0,0,0,1225,Divorced,10.82,15.09
25,Private,165315,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,37,United-States,<=50K,625,4132875,225,0,0,925,1559245449,1487835,0,0,6116655,81,0,0,333,0,0,0,0,0,1369,Divorced,10.82,15.09
42,Self-emp-not-inc,29320,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,0,0,60,United-States,>50K,1764,1231440,630,0,0,2520,859662400,439800,0,0,1759200,225,0,0,900,0,0,0,0,0,3600,Divorced,10.82,15.09
29,Private,167716,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,99,United-States,<=50K,841,4863764,261,0,0,2871,-1936114416,1509444,0,0,16603884,81,0,0,891,0,0,0,0,0,9801,Divorced,10.82,15.09
31,Private,202822,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,961,6287482,310,0,0,1240,-1812909276,2028220,0,0,8112880,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
34,Private,295855,11th,7,Divorced,Other-service,Not-in-family,White,Female,0,0,70,United-States,<=50K,1156,10059070,238,0,0,2380,1630835105,2070985,0,0,20709850,49,0,0,490,0,0,0,0,0,4900,Divorced,10.82,15.09
46,Private,187581,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K,2116,8628726,414,0,0,1840,826893193,1688229,0,0,7503240,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
42,Private,318947,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,1764,13395774,378,0,0,1680,-1352026295,2870523,0,0,12757880,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
44,Private,147110,Some-college,10,Divorced,Adm-clerical,Own-child,White,Male,14344,0,40,United-States,>50K,1936,6472840,440,631136,0,1760,166515620,1471100,2110145840,0,5884400,100,143440,0,400,205750336,0,573760,0,0,1600,Divorced,10.82,15.09
43,Private,177083,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,30,United-States,<=50K,1849,7614569,430,0,0,1290,1293617817,1770830,0,0,5312490,100,0,0,300,0,0,0,0,0,900,Divorced,10.82,15.09
46,Private,133938,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,27828,0,50,United-States,>50K,2116,6161148,644,1280088,0,2300,759518660,1875132,-567740632,0,6696900,196,389592,0,700,774397584,0,1391400,0,0,2500,Divorced,10.82,15.09
50,Private,98228,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,45,United-States,<=50K,2500,4911400,450,0,0,2250,1058805392,884052,0,0,4420260,81,0,0,405,0,0,0,0,0,2025,Divorced,10.82,15.09
33,Private,389932,HS-grad,9,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,55,United-States,<=50K,1089,12867756,297,0,0,1815,1723109264,3509388,0,0,21446260,81,0,0,495,0,0,0,0,0,3025,Divorced,10.82,15.09
41,Private,336643,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,80,United-States,<=50K,1681,13802363,410,0,0,3280,1659359753,3366430,0,0,26931440,100,0,0,800,0,0,0,0,0,6400,Divorced,10.82,15.09
47,Private,87490,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,0,0,42,United-States,<=50K,2209,4112030,658,0,0,1974,-935434492,1224860,0,0,3674580,196,0,0,588,0,0,0,0,0,1764,Divorced,10.82,15.09
37,Private,166339,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,1369,6154543,370,0,0,1480,1898859145,1663390,0,0,6653560,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
56,Private,204254,10th,6,Divorced,Other-service,Unmarried,Black,Female,0,0,45,United-States,<=50K,3136,11438224,336,0,0,2520,-1229976444,1225524,0,0,9191430,36,0,0,270,0,0,0,0,0,2025,Divorced,10.82,15.09
32,Private,205528,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,1024,6576896,288,0,0,1280,-707914176,1849752,0,0,8221120,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
38,Private,153066,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,>50K,1444,5816508,532,0,0,1710,1954363876,2142924,0,0,6887970,196,0,0,630,0,0,0,0,0,2025,Divorced,10.82,15.09
23,Local-gov,247731,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,Cuba,<=50K,529,5697813,207,0,0,920,1241106217,2229579,0,0,9909240,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
37,Private,143912,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K,1369,5324744,333,0,0,1850,-764172736,1295208,0,0,7195600,81,0,0,450,0,0,0,0,0,2500,Divorced,10.82,15.09
27,Private,97490,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K,729,2632230,270,0,0,1080,914365508,974900,0,0,3899600,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
61,Private,95929,9th,5,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,3721,5851669,305,0,0,2440,612438449,479645,0,0,3837160,25,0,0,200,0,0,0,0,0,1600,Divorced,10.82,15.09
39,Private,191524,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,1521,7469436,351,0,0,1560,-1973263088,1723716,0,0,7660960,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
48,Private,190072,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K,2304,9123456,480,0,0,2400,1767626816,1900720,0,0,9503600,100,0,0,500,0,0,0,0,0,2500,Divorced,10.82,15.09
44,Private,195545,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K,1936,8603980,396,0,0,1760,-416858639,1759905,0,0,7821800,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
45,Private,339863,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,8614,0,48,United-States,>50K,2025,15293835,585,387630,0,2160,-457258223,4418219,-1367387414,0,16313424,169,111982,0,624,74200996,0,413472,0,0,2304,Divorced,10.82,15.09
46,Self-emp-inc,112320,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K,2116,5166720,598,0,0,2300,-269119488,1460160,0,0,5616000,169,0,0,650,0,0,0,0,0,2500,Divorced,10.82,15.09
48,Federal-gov,94342,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K,2304,4528416,624,0,0,2160,310478372,1226446,0,0,4245390,169,0,0,585,0,0,0,0,0,2025,Divorced,10.82,15.09
61,?,203849,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,<=50K,3721,12434789,610,0,0,2440,-1395258159,2038490,0,0,8153960,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
27,Private,279872,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,729,7556544,270,0,0,1080,1018925056,2798720,0,0,11194880,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
67,?,37170,7th-8th,4,Divorced,?,Not-in-family,White,Male,0,0,3,United-States,<=50K,4489,2490390,268,0,0,201,1381608900,148680,0,0,111510,16,0,0,12,0,0,0,0,0,9,Divorced,10.82,15.09
36,Private,33887,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,1296,1219932,360,0,0,1440,1148328769,338870,0,0,1355480,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
30,Private,393965,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K,900,11818950,360,0,0,750,589598569,4727580,0,0,9849125,144,0,0,300,0,0,0,0,0,625,Divorced,10.82,15.09
24,Private,161708,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,>50K,576,3880992,216,0,0,1080,379673488,1455372,0,0,7276860,81,0,0,405,0,0,0,0,0,2025,Divorced,10.82,15.09
39,Private,126494,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,1521,4933266,351,0,0,1560,-1179137148,1138446,0,0,5059760,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
36,Private,166509,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K,1296,5994324,324,0,0,1440,1955443305,1498581,0,0,6660360,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
27,Private,184078,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,729,4970106,297,0,0,1080,-475028284,2024858,0,0,7363120,121,0,0,440,0,0,0,0,0,1600,Divorced,10.82,15.09
22,Private,427686,10th,6,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,484,9409092,132,0,0,880,-1768279132,2566116,0,0,17107440,36,0,0,240,0,0,0,0,0,1600,Divorced,10.82,15.09
35,Private,189382,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,1225,6628370,315,0,0,1400,1505803556,1704438,0,0,7575280,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
36,Private,73023,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,<=50K,1296,2628828,324,0,0,1980,1037391233,657207,0,0,4016265,81,0,0,495,0,0,0,0,0,3025,Divorced,10.82,15.09
35,Private,133454,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,<=50K,1225,4670890,210,0,0,1750,630100932,800724,0,0,6672700,36,0,0,300,0,0,0,0,0,2500,Divorced,10.82,15.09
58,Private,225603,9th,5,Divorced,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,<=50K,3364,13084974,290,0,0,2320,-642893943,1128015,0,0,9024120,25,0,0,200,0,0,0,0,0,1600,Divorced,10.82,15.09
28,?,200819,7th-8th,4,Divorced,?,Own-child,White,Male,0,0,84,United-States,<=50K,784,5622932,112,0,0,2352,1673565097,803276,0,0,16868796,16,0,0,336,0,0,0,0,0,7056,Divorced,10.82,15.09
42,Private,37869,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1590,40,United-States,<=50K,1764,1590498,420,0,66780,1680,1434061161,378690,0,60211710,1514760,100,0,15900,400,0,0,0,2528100,63600,1600,Divorced,10.82,15.09
40,Private,291808,HS-grad,9,Divorced,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States,<=50K,1600,11672320,360,0,0,1600,-747437056,2626272,0,0,11672320,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
38,Private,206535,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,50,United-States,<=50K,1444,7848330,380,0,0,1900,-292966735,2065350,0,0,10326750,100,0,0,500,0,0,0,0,0,2500,Divorced,10.82,15.09
53,Private,195638,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,2809,10368814,477,0,0,2120,-380478620,1760742,0,0,7825520,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
39,Private,250217,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,70,United-States,<=50K,1521,9758463,351,0,0,2730,-1815962351,2251953,0,0,17515190,81,0,0,630,0,0,0,0,0,4900,Divorced,10.82,15.09
36,Private,117312,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,White,Female,0,0,60,United-States,<=50K,1296,4223232,432,0,0,2160,877203456,1407744,0,0,7038720,144,0,0,720,0,0,0,0,0,3600,Divorced,10.82,15.09
62,Private,195343,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Male,15020,0,50,United-States,>50K,3844,12111266,992,931240,0,3100,-495818015,3125488,-1360915436,0,9767150,256,240320,0,800,225600400,0,751000,0,0,2500,Divorced,10.82,15.09
44,Private,157614,HS-grad,9,Divorced,Sales,Own-child,White,Male,0,0,38,United-States,<=50K,1936,6935016,396,0,0,1672,-927630780,1418526,0,0,5989332,81,0,0,342,0,0,0,0,0,1444,Divorced,10.82,15.09
30,Private,147596,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,900,4427880,300,0,0,1200,309742736,1475960,0,0,5903840,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
45,State-gov,154117,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,38,United-States,>50K,2025,6935265,405,0,0,1710,-2017754087,1387053,0,0,5856446,81,0,0,342,0,0,0,0,0,1444,Divorced,10.82,15.09
49,Private,184428,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,2401,9036972,637,0,0,1960,-346051184,2397564,0,0,7377120,169,0,0,520,0,0,0,0,0,1600,Divorced,10.82,15.09
38,Private,393945,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,36,United-States,<=50K,1444,14969910,418,0,0,1368,573840369,4333395,0,0,14182020,121,0,0,396,0,0,0,0,0,1296,Divorced,10.82,15.09
56,Private,124137,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,41,United-States,<=50K,3136,6951672,504,0,0,2296,-1769874415,1117233,0,0,5089617,81,0,0,369,0,0,0,0,0,1681,Divorced,10.82,15.09
37,Private,69481,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,1369,2570797,333,0,0,1480,532642065,625329,0,0,2779240,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
38,Private,69306,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K,1444,2633628,380,0,0,1520,508354340,693060,0,0,2772240,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
32,Private,73498,7th-8th,4,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,1024,2351936,128,0,0,1280,1106988708,293992,0,0,2939920,16,0,0,160,0,0,0,0,0,1600,Divorced,10.82,15.09
64,Self-emp-not-inc,106538,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,4096,6818432,896,0,0,3200,-1534556444,1491532,0,0,5326900,196,0,0,700,0,0,0,0,0,2500,Divorced,10.82,15.09
59,Federal-gov,176317,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,37,United-States,<=50K,3481,10402703,354,0,0,2183,1022913417,1057902,0,0,6523729,36,0,0,222,0,0,0,0,0,1369,Divorced,10.82,15.09
38,State-gov,272944,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,1444,10371872,342,0,0,1520,1483983104,2456496,0,0,10917760,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
46,Private,213408,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,Cuba,<=50K,2116,9816768,460,0,0,1840,-1701665792,2134080,0,0,8536320,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
62,Private,81116,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,1974,40,United-States,<=50K,3844,5029192,620,0,122388,2480,-2010129136,811160,0,160122984,3244640,100,0,19740,400,0,0,0,3896676,78960,1600,Divorced,10.82,15.09
35,Private,87556,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,1225,3064460,315,0,0,1400,-923881456,788004,0,0,3502240,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
36,Private,108997,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,1296,3923892,324,0,0,1440,-1004555879,980973,0,0,4359880,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
42,State-gov,184682,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,1764,7756644,504,0,0,1680,-252297244,2216184,0,0,7387280,144,0,0,480,0,0,0,0,0,1600,Divorced,10.82,15.09
33,Private,168030,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K,1089,5544990,297,0,0,1056,-1830690172,1512270,0,0,5376960,81,0,0,288,0,0,0,0,0,1024,Divorced,10.82,15.09
54,Private,315804,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,2916,17053416,486,0,0,2160,947918608,2842236,0,0,12632160,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
38,Private,126675,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,2205,40,United-States,<=50K,1444,4813650,342,0,83790,1520,-1133313559,1140075,0,279318375,5067000,81,0,19845,360,0,0,0,4862025,88200,1600,Divorced,10.82,15.09
45,Private,183598,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,2025,8261910,405,0,0,1800,-651512764,1652382,0,0,7343920,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
27,Private,212506,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,729,5737662,270,0,0,1080,-2085840220,2125060,0,0,8500240,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
38,Private,278253,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,48,United-States,<=50K,1444,10573614,342,0,0,1824,115320681,2504277,0,0,13356144,81,0,0,432,0,0,0,0,0,2304,Divorced,10.82,15.09
36,Private,179468,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,1296,6460848,324,0,0,1440,2143991952,1615212,0,0,7178720,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
50,Self-emp-not-inc,348099,10th,6,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K,2500,17404950,300,0,0,2500,913829513,2088594,0,0,17404950,36,0,0,300,0,0,0,0,0,2500,Divorced,10.82,15.09
36,Private,247600,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,Taiwan,<=50K,1296,8913600,432,0,0,1440,1176217856,2971200,0,0,9904000,144,0,0,480,0,0,0,0,0,1600,Divorced,10.82,15.09
55,Private,143372,HS-grad,9,Divorced,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K,3025,7885460,495,0,0,2200,-919306096,1290348,0,0,5734880,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
51,Private,508891,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K,2601,25953441,459,0,0,2040,1272012121,4580019,0,0,20355640,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
